Product,Jan23,Dec22,Nov22,Oct22,Sep22,Aug22
"Epoetin alfa 3,000units/0.3ml solution for injection pre-filled syringes 6",£99.55,£99.55,£99.55,£99.55,£99.55,£99.55
"Epoetin alfa 30,000units/0.75ml solution for injection pre-filled syringes 1",£199.11,£199.11,£199.11,£199.11,£199.11,£199.11
"Epoetin alfa 4,000units/0.4ml solution for injection pre-filled syringes 6",£132.74,£132.74,£132.74,£132.74,£132.74,£132.74
"Epoetin alfa 40,000units/1ml solution for injection pre-filled syringes 1",£265.48,£265.48,£265.48,£265.48,£265.48,£265.48
"Epoetin alfa 5,000units/0.5ml solution for injection pre-filled syringes 6",£165.92,£165.92,£165.92,£165.92,£165.92,£165.92
"Epoetin alfa 6,000units/0.6ml solution for injection pre-filled syringes 6",£199.11,£199.11,£199.11,£199.11,£199.11,£199.11
"Epoetin alfa 8,000units/0.8ml solution for injection pre-filled syringes 6",£265.48,£265.48,£265.48,£265.48,£265.48,£265.48
"Epoetin beta 10,000units/0.6ml solution for injection pre-filled syringes 6",£420.85,£420.85,£420.85,£420.85,£420.85,£420.85
"Epoetin beta 2,000units/0.3ml solution for injection pre-filled syringes 6",£84.17,£84.17,£84.17,£84.17,£84.17,£84.17
"Epoetin beta 20,000units/0.6ml solution for injection pre-filled syringes 6",£841.71,£841.71,£841.71,£841.71,£841.71,£841.71
"Epoetin beta 3,000units/0.3ml solution for injection pre-filled syringes 6",£126.25,£126.25,£126.25,£126.25,£126.25,£126.25
"Epoetin beta 30,000units/0.6ml solution for injection pre-filled syringes 4",£841.71,£841.71,£841.71,£841.71,£841.71,£841.71
"Epoetin beta 4,000units/0.3ml solution for injection pre-filled syringes 6",£168.34,£168.34,£168.34,£168.34,£168.34,£168.34
"Epoetin beta 5,000units/0.3ml solution for injection pre-filled syringes 6",£210.42,£210.42,£210.42,£210.42,£210.42,£210.42
Epoetin beta 500units/0.3ml solution for injection pre-filled syringes 6,£21.05,£21.05,£21.05,£21.05,£21.05,£21.05
"Epoetin beta 6,000units/0.3ml solution for injection pre-filled syringes 6",£252.50,£252.50,£252.50,£252.50,£252.50,£252.50
"Epoetin zeta 1,000units/0.3ml solution for injection pre-filled syringes 6",£28.85,£28.85,£28.85,£28.85,£28.85,£28.85
"Epoetin zeta 10,000units/1ml solution for injection pre-filled syringes 6",£288.48,£288.48,£288.48,£288.48,£288.48,£288.48
"Epoetin zeta 2,000units/0.6ml solution for injection pre-filled syringes 6",£57.70,£57.70,£57.70,£57.70,£57.70,£57.70
"Epoetin zeta 20,000units/0.5ml solution for injection pre-filled syringes 1",£96.16,£96.16,£96.16,£96.16,£96.16,£96.16
"Epoetin zeta 3,000units/0.9ml solution for injection pre-filled syringes 6",£86.55,£86.55,£86.55,£86.55,£86.55,£86.55
"Epoetin zeta 30,000units/0.75ml solution for injection pre-filled syringes 1",£144.25,£144.25,£144.25,£144.25,£144.25,£144.25
"Epoetin zeta 4,000units/0.4ml solution for injection pre-filled syringes 6",£115.40,£115.40,£115.40,£115.40,£115.40,£115.40
"Epoetin zeta 40,000units/1ml solution for injection pre-filled syringes 1",£193.32,£193.32,£193.32,£193.32,£193.32,£193.32
"Epoetin zeta 5,000units/0.5ml solution for injection pre-filled syringes 6",£144.25,£144.25,£144.25,£144.25,£144.25,£144.25
"Epoetin zeta 6,000units/0.6ml solution for injection pre-filled syringes 6",£173.09,£173.09,£173.09,£173.09,£173.09,£173.09
"Epoetin zeta 8,000units/0.8ml solution for injection pre-filled syringes 6",£230.79,£230.79,£230.79,£230.79,£230.79,£230.79
Eprosartan 300mg tablets 28,£7.31,£7.31,£7.31,£7.31,£7.31,£7.31
Eprosartan 400mg tablets 56,£23.39,£23.39,£23.39,£23.39,£23.39,£23.39
Eprosartan 600mg tablets 28,£14.31,£14.31,£14.31,£14.31,£14.31,£14.31
Erdosteine 300mg capsules 20,£5.00,£5.00,£5.00,£5.00,£5.00,£5.00
Erenumab 70mg/1ml solution for injection pre-filled disposable devices 1,£386.50,£386.50,£386.50,£386.50,£386.50,£386.50
"Ergocalciferol 300,000units/1ml solution for injection ampoules 10",£93.51,£93.51,£93.51,£93.51,£93.51,£93.51
Ertapenem 1g powder for solution for infusion vials 1,£31.65,£31.65,£31.65,£31.65,£31.65,£31.65
Ertugliflozin 15mg tablets 28,£29.40,£29.40,£29.40,£29.40,£29.40,£29.40
Ertugliflozin 5mg tablets 28,£29.40,£29.40,£29.40,£29.40,£29.40,£29.40
Erythromycin 250mg gastro-resistant tablets 28,£1.60,£1.67,£1.61,£1.61,£1.60,£1.60
Erythromycin 40mg/ml / Zinc acetate 12mg/ml lotion 30,£9.25,£9.25,£9.25,£9.25,£9.25,£9.25
Erythromycin 40mg/ml / Zinc acetate 12mg/ml lotion 90,£20.02,£9.25,£9.25,£9.25,£9.25,£9.25
Erythromycin ethyl succinate 125mg/5ml oral suspension 100,£5.94,£5.81,£5.81,£5.81,£5.81,£5.81
Erythromycin ethyl succinate 125mg/5ml oral suspension sugar free 100,£6.41,£6.41,£6.40,£6.41,£6.38,£6.32
Erythromycin ethyl succinate 250mg/5ml oral suspension 100,£10.29,£10.19,£10.19,£10.18,£10.19,£10.17
Erythromycin ethyl succinate 250mg/5ml oral suspension sugar free 100,£16.41,£16.41,£16.41,£16.40,£16.41,£16.43
Erythromycin ethyl succinate 500mg tablets 28,£15.95,£10.78,£10.78,£10.78,£10.78,£10.78
Erythromycin ethyl succinate 500mg/5ml oral suspension 100,£19.34,£19.66,£19.34,£19.66,£19.34,£19.66
Erythromycin ethyl succinate 500mg/5ml oral suspension sugar free 140,£10.56,£10.56,£10.56,£10.56,£10.56,£10.56
Erythromycin stearate 250mg tablets 100,£18.20,£18.20,£18.20,£18.20,£18.20,£18.20
Erythromycin stearate 500mg tablets 100,£36.40,£36.40,£36.40,£36.40,£36.40,£36.40
Escitalopram 10mg tablets 28,£1.35,£1.06,£1.03,£1.03,£1.03,£1.03
Escitalopram 20mg tablets 28,£1.55,£1.28,£1.24,£1.24,£1.26,£1.26
Escitalopram 20mg/ml oral drops sugar free 15,£20.16,£20.16,£20.16,£20.16,£20.16,£20.16
Escitalopram 5mg tablets 28,£1.15,£1.01,£0.98,£0.98,£1.01,£1.01
Eslicarbazepine 200mg tablets 60,£68.00,£68.00,£68.00,£68.00,£68.00,£68.00
Eslicarbazepine 50mg/1ml oral suspension sugar free 200,£56.67,£56.67,£56.67,£56.67,£56.67,£56.67
Eslicarbazepine 800mg tablets 30,£136.00,£136.00,£136.00,£136.00,£136.00,£136.00
Esomeprazole 10mg gastro-resistant granules sachets 28,£25.19,£25.19,£25.19,£25.19,£25.19,£25.19
Esomeprazole 20mg gastro-resistant capsules 28,£1.75,£1.90,£1.83,£1.83,£1.77,£1.77
Esomeprazole 20mg gastro-resistant tablets 28,£5.97,£6.63,£6.36,£6.36,£4.75,£4.75
Esomeprazole 40mg gastro-resistant capsules 28,£2.11,£2.12,£2.05,£2.05,£2.07,£2.07
Esomeprazole 40mg gastro-resistant tablets 28,£6.44,£7.18,£6.88,£6.88,£4.77,£4.77
Estradiol 0.06% gel (750microgram per actuation) 80,£4.80,£4.80,£4.80,£4.80,£4.80,£4.80
Estradiol 1.53mg/dose transdermal spray 56,£6.90,£6.90,£6.90,£6.90,£6.90,£6.90
Estradiol 1.53mg/dose transdermal spray 168,£20.70,£6.90,£6.90,£6.90,£6.90,£6.90
Estradiol 1.5mg / Nomegestrol 2.5mg tablets 84,£19.80,£19.80,£19.80,£19.80,£19.80,£19.80
Estradiol 100micrograms/24hours transdermal patches 4,£7.28,£7.28,£7.28,£7.28,£7.28,£7.28
Estradiol 100micrograms/24hours transdermal patches 8,£4.28,£7.28,£7.28,£7.28,£7.28,£7.28
Estradiol 100micrograms/24hours transdermal patches 12,£20.70,£7.28,£7.28,£7.28,£7.28,£7.28
Estradiol 100micrograms/24hours transdermal patches 24,£19.99,£7.28,£7.28,£7.28,£7.28,£7.28
Estradiol 10microgram pessaries 24,£16.72,£16.72,£16.72,£16.72,£16.72,£16.72
Estradiol 1mg / Dydrogesterone 5mg tablets 84,£24.43,£24.43,£24.43,£24.43,£24.43,£24.43
Estradiol 1mg / Norethisterone acetate 500microgram tablets 84,£13.20,£13.20,£13.20,£13.20,£13.20,£13.20
Estradiol 1mg / Progesterone 100mg capsules 28,£8.14,£8.14,£8.14,£8.14,£8.14,£8.14
Estradiol 1mg gel sachets 28,£5.85,£5.85,£5.85,£5.85,£5.85,£5.85
Estradiol 1mg tablets 84,£5.06,£5.06,£5.06,£5.06,£5.06,£5.06
Estradiol 25micrograms/24hours transdermal patches 8,£3.42,£3.42,£3.42,£3.42,£3.42,£3.42
Estradiol 25micrograms/24hours transdermal patches 24,£16.46,£3.42,£3.42,£3.42,£3.42,£3.42
Estradiol 2mg / Norethisterone acetate 1mg tablets 84,£17.02,£17.02,£17.02,£17.02,£17.02,£17.02
Estradiol 2mg tablets 84,£5.06,£5.06,£5.06,£5.06,£5.06,£5.06
Estradiol 37.5micrograms/24hours transdermal patches 8,£6.00,£6.00,£6.00,£6.00,£6.00,£6.00
Estradiol 500microgram gel sachets 28,£5.08,£5.08,£5.08,£5.08,£5.08,£5.08
Estradiol 500micrograms / Dydrogesterone 2.5mg tablets 84,£24.43,£24.43,£24.43,£24.43,£24.43,£24.43
Estradiol 50micrograms/24hours / Levonorgestrel 7micrograms/24hours transdermal patches 4,£15.48,£15.48,£15.48,£15.48,£15.48,£15.48
Estradiol 50micrograms/24hours / Levonorgestrel 7micrograms/24hours transdermal patches 12,£44.12,£15.48,£15.48,£15.48,£15.48,£15.48
Estradiol 50micrograms/24hours / Norethisterone 170micrograms/24hours transdermal patches 24,£37.22,£37.22,£37.22,£37.22,£37.22,£37.22
Estradiol 50micrograms/24hours transdermal patches 4,£6.04,£6.04,£6.04,£6.04,£6.04,£6.04
Estradiol 50micrograms/24hours transdermal patches 8,£3.88,£6.04,£6.04,£6.04,£6.04,£6.04
Estradiol 50micrograms/24hours transdermal patches 12,£18.02,£6.04,£6.04,£6.04,£6.04,£6.04
Estradiol 50micrograms/24hours transdermal patches 24,£11.66,£6.04,£6.04,£6.04,£6.04,£6.04
Estradiol 7.5micrograms/24hours vaginal delivery system 1,£31.42,£31.42,£31.42,£31.42,£31.42,£31.42
Estradiol 75micrograms/24hours transdermal patches 8,£4.12,£4.12,£4.12,£4.12,£4.12,£4.12
Estradiol valerate 1mg / Medroxyprogesterone 2.5mg tablets 84,£20.58,£20.58,£20.58,£20.58,£20.58,£20.58
Estradiol valerate 1mg / Medroxyprogesterone 5mg tablets 84,£20.58,£20.58,£20.58,£20.58,£20.58,£20.58
Estradiol valerate 1mg tablets 84,£7.30,£7.30,£7.30,£7.30,£7.30,£7.30
Estradiol valerate 2mg / Medroxyprogesterone 5mg tablets 84,£20.58,£20.58,£20.58,£20.58,£20.58,£20.58
Estradiol valerate 2mg tablets 84,£7.30,£7.30,£7.30,£7.30,£7.30,£7.30
Estramustine 140mg capsules 100,£171.28,£171.28,£171.28,£171.28,£171.28,£171.28
Estriol 0.01% cream with applicator 1,£25.00,£25.00,£25.00,£25.00,£25.00,£25.00
Estriol 0.1% cream 15,£4.45,£4.45,£4.45,£4.45,£4.45,£4.45
Estriol 30microgram pessaries 24,£13.38,£13.38,£13.38,£13.38,£13.38,£13.38
Estriol 50micrograms/g vaginal gel with applicator 30,£18.90,£18.90,£18.90,£18.90,£18.90,£18.90
Etanercept 25mg/0.5ml solution for injection pre-filled syringes 4,£357.50,£357.50,£357.50,£357.50,£357.50,£357.50
Etanercept 50mg/1ml solution for injection pre-filled disposable devices 4,£715.00,£715.00,£715.00,£715.00,£715.00,£715.00
Etanercept 50mg/1ml solution for injection pre-filled syringes 4,£715.00,£715.00,£715.00,£715.00,£715.00,£715.00
Ethambutol 100mg tablets 56,£11.51,£11.51,£11.51,£11.51,£11.51,£11.51
Ethambutol 400mg tablets 56,£42.74,£42.74,£42.74,£42.74,£42.74,£42.74
Ethanol 90% including duty 100,£16.26,£16.26,£16.26,£16.26,£16.26,£16.26
Ethinylestradiol 2.7mg / Etonogestrel 11.7mg vaginal delivery system 3,£29.70,£29.70,£29.70,£29.70,£29.70,£29.70
Ethinylestradiol 20microgram / Desogestrel 150microgram tablets 63,£5.98,£5.98,£5.98,£5.98,£5.98,£5.98
Ethinylestradiol 20microgram / Drospirenone 3mg tablets 84,£14.70,£14.70,£14.70,£14.70,£14.70,£14.70
Ethinylestradiol 20microgram / Gestodene 75microgram tablets 63,£8.85,£8.85,£8.85,£8.85,£8.85,£8.85
Ethinylestradiol 30microgram / Desogestrel 150microgram tablets 63,£4.93,£4.93,£4.93,£4.93,£4.93,£4.93
Ethinylestradiol 30microgram / Drospirenone 3mg tablets 63,£14.70,£14.70,£14.70,£14.70,£14.70,£14.70
Ethinylestradiol 30microgram / Gestodene 75microgram tablets 63,£6.73,£6.73,£6.73,£6.73,£6.73,£6.73
Ethinylestradiol 30microgram / Levonorgestrel 150microgram tablets 63,£2.82,£2.82,£2.82,£2.82,£2.82,£2.82
Ethinylestradiol 33.9micrograms/24hours / Norelgestromin 203micrograms/24hours transdermal patches 9,£19.51,£19.51,£19.51,£19.51,£19.51,£19.51
Ethinylestradiol 35microgram / Norethisterone 1mg tablets 63,£2.28,£2.28,£2.28,£2.28,£2.28,£2.28
Ethinylestradiol 35microgram / Norethisterone 500microgram tablets 63,£1.99,£1.99,£1.99,£1.99,£1.99,£1.99
Ethinylestradiol 35microgram / Norgestimate 250microgram tablets 63,£4.65,£4.65,£4.65,£4.65,£4.65,£4.65
Ethosuximide 250mg capsules 56,£210.70,£210.61,£210.78,£210.44,£211.12,£209.75
Ethosuximide 250mg/5ml oral solution 200,£173.00,£173.00,£173.00,£173.00,£173.00,£173.00
Ethosuximide 250mg/5ml oral solution sugar free 250,£240.69,£241.26,£248.82,£245.03,£244.68,£244.18
Etodolac 600mg modified-release tablets 30,£15.50,£15.50,£15.50,£15.50,£15.50,£15.50
Etonogestrel 68mg implant 1,£83.43,£83.43,£83.43,£83.43,£83.43,£83.43
Etoricoxib 120mg tablets 28,£20.80,£20.77,£20.74,£20.70,£20.64,£20.57
Etoricoxib 30mg tablets 28,£2.67,£3.46,£3.33,£3.33,£12.13,£12.11
Etoricoxib 60mg tablets 28,£2.54,£3.16,£3.04,£3.04,£3.88,£3.88
Etoricoxib 90mg tablets 28,£2.84,£3.52,£3.38,£3.38,£4.21,£4.21
Eucalyptus oil liquid 500,£18.85,£18.85,£18.85,£18.85,£18.85,£18.85
Evolocumab 140mg/1ml solution for injection pre-filled disposable devices 2,£340.20,£340.20,£340.20,£340.20,£340.20,£340.20
Exemestane 25mg tablets 30,£13.78,£16.95,£16.23,£16.23,£7.81,£7.81
Exenatide 10micrograms/0.04ml solution for injection 2.4ml pre-filled disposable devices 1,£81.89,£81.89,£81.89,£81.89,£81.89,£81.89
Exenatide 2mg/0.85ml prolonged-release suspension for injection pre-filled disposable devices 4,£73.36,£73.36,£73.36,£73.36,£73.36,£73.36
Exenatide 5micrograms/0.02ml solution for injection 1.2ml pre-filled disposable devices 1,£81.89,£81.89,£81.89,£81.89,£81.89,£81.89
Ezetimibe 10mg tablets 28,£1.53,£1.29,£1.25,£1.25,£1.29,£1.29
Famciclovir 125mg tablets 10,£53.45,£45.99,£45.99,£65.42,£65.42,£65.42
Famciclovir 250mg tablets 21,£219.45,£220.32,£221.52,£223.91,£223.93,£223.89
Famciclovir 500mg tablets 14,£418.09,£418.21,£417.97,£418.45,£417.49,£419.40
Famotidine 20mg tablets 28,£22.40,£20.90,£20.01,£20.01,£16.02,£16.02
Famotidine 40mg tablets 28,£34.90,£33.90,£32.44,£32.44,£27.83,£27.83
Febuxostat 120mg tablets 28,£24.36,£24.36,£24.36,£24.36,£24.36,£24.36
Febuxostat 80mg tablets 28,£3.07,£2.81,£2.70,£2.70,£2.44,£2.44
Felodipine 10mg modified-release tablets 28,£4.81,£4.81,£4.81,£4.81,£4.81,£4.81
Felodipine 2.5mg modified-release / Ramipril 2.5mg tablets 28,£24.55,£24.55,£24.55,£24.55,£24.55,£24.55
Felodipine 2.5mg modified-release tablets 28,£5.68,£5.68,£5.68,£5.68,£5.68,£5.68
Felodipine 5mg modified-release / Ramipril 5mg tablets 28,£16.13,£16.13,£16.13,£16.13,£16.13,£16.13
Felodipine 5mg modified-release tablets 28,£3.87,£3.87,£3.87,£3.87,£3.87,£3.87
Fenofibrate 145mg / Simvastatin 20mg tablets 30,£7.71,£7.71,£7.71,£7.71,£7.71,£7.71
Fenofibrate 145mg / Simvastatin 40mg tablets 30,£8.33,£8.33,£8.33,£8.33,£8.33,£8.33
Fenofibrate micronised 160mg tablets 28,£3.57,£4.24,£4.07,£4.07,£4.21,£4.21
Fenofibrate micronised 200mg capsules 28,£3.06,£3.25,£3.12,£3.12,£3.04,£3.04
Fenofibrate micronised 267mg capsules 28,£3.60,£3.84,£3.69,£3.69,£3.62,£3.62
Fenofibrate micronised 67mg capsules 90,£23.23,£23.23,£23.23,£23.23,£23.23,£23.23
Fentanyl 1.2mg lozenges 3,£21.05,£21.05,£21.05,£21.05,£21.05,£21.05
Fentanyl 1.2mg lozenges 30,£210.41,£21.05,£21.05,£21.05,£21.05,£21.05
Fentanyl 1.6mg lozenges 3,£21.05,£21.05,£21.05,£21.05,£21.05,£21.05
Fentanyl 1.6mg lozenges 30,£210.41,£21.05,£21.05,£21.05,£21.05,£21.05
Fentanyl 100microgram buccal tablets sugar free 28,£139.72,£139.72,£139.72,£139.72,£139.72,£139.72
Fentanyl 100microgram sublingual tablets sugar free 10,£49.99,£49.99,£49.99,£49.99,£49.99,£49.99
Fentanyl 100micrograms/2ml solution for injection ampoules 10,£14.33,£14.33,£14.33,£14.33,£14.33,£14.33
Fentanyl 100micrograms/dose nasal spray 6,£35.70,£35.70,£35.70,£35.70,£35.70,£35.70
Fentanyl 100micrograms/dose nasal spray 8,£36.48,£35.70,£35.70,£35.70,£35.70,£35.70
Fentanyl 100micrograms/dose nasal spray 32,£145.92,£35.70,£35.70,£35.70,£35.70,£35.70
Fentanyl 100micrograms/hour transdermal patches 5,£57.86,£57.86,£57.86,£57.86,£57.86,£57.86
Fentanyl 12micrograms/hour transdermal patches 5,£12.59,£12.59,£12.59,£12.59,£12.59,£12.59
Fentanyl 200microgram buccal tablets sugar free 28,£139.72,£139.72,£139.72,£139.72,£139.72,£139.72
Fentanyl 200microgram lozenges 3,£21.05,£21.05,£21.05,£21.05,£21.05,£21.05
Fentanyl 200microgram lozenges 30,£210.41,£21.05,£21.05,£21.05,£21.05,£21.05
Fentanyl 200microgram sublingual tablets sugar free 10,£49.99,£49.99,£49.99,£49.99,£49.99,£49.99
Fentanyl 25micrograms/hour transdermal patches 5,£17.99,£17.99,£17.99,£17.99,£17.99,£17.99
Fentanyl 300microgram sublingual tablets sugar free 10,£49.99,£49.99,£49.99,£49.99,£49.99,£49.99
Fentanyl 37.5microgram/hour transdermal patches 5,£15.46,£15.46,£15.46,£15.46,£15.46,£15.46
Fentanyl 400microgram buccal tablets sugar free 28,£139.72,£139.72,£139.72,£139.72,£139.72,£139.72
Fentanyl 400microgram lozenges 3,£21.05,£21.05,£21.05,£21.05,£21.05,£21.05
Fentanyl 400microgram lozenges 30,£210.41,£21.05,£21.05,£21.05,£21.05,£21.05
Fentanyl 400microgram sublingual tablets sugar free 10,£49.99,£49.99,£49.99,£49.99,£49.99,£49.99
Fentanyl 400micrograms/dose nasal spray 8,£36.48,£36.48,£36.48,£36.48,£36.48,£36.48
Fentanyl 400micrograms/dose nasal spray 32,£145.92,£36.48,£36.48,£36.48,£36.48,£36.48
Fentanyl 500micrograms/10ml solution for injection ampoules 5,£6.53,£6.53,£6.53,£6.53,£6.53,£6.53
Fentanyl 50micrograms/hour transdermal patches 5,£33.66,£33.66,£33.66,£33.66,£33.66,£33.66
Fentanyl 600microgram buccal tablets sugar free 28,£139.72,£139.72,£139.72,£139.72,£139.72,£139.72
Fentanyl 600microgram lozenges 3,£21.05,£21.05,£21.05,£21.05,£21.05,£21.05
Fentanyl 600microgram lozenges 30,£210.41,£21.05,£21.05,£21.05,£21.05,£21.05
Fentanyl 600microgram sublingual tablets sugar free 30,£149.70,£149.70,£149.70,£149.70,£149.70,£149.70
Fentanyl 75micrograms/hour transdermal patches 5,£46.99,£46.99,£46.99,£46.99,£46.99,£46.99
Fentanyl 800microgram buccal tablets sugar free 28,£139.72,£139.72,£139.72,£139.72,£139.72,£139.72
Fentanyl 800microgram lozenges 3,£21.05,£21.05,£21.05,£21.05,£21.05,£21.05
Fentanyl 800microgram lozenges 30,£210.41,£21.05,£21.05,£21.05,£21.05,£21.05
Fentanyl 800microgram sublingual tablets sugar free 30,£149.70,£149.70,£149.70,£149.70,£149.70,£149.70
Ferric chloride solution 500,£6.56,£6.56,£6.56,£6.56,£6.56,£6.56
Ferric maltol (iron 30mg) capsules 56,£47.60,£47.60,£47.60,£47.60,£47.60,£47.60
Ferrous fumarate 140mg/5ml oral solution 200,£3.92,£3.92,£3.92,£3.92,£3.92,£3.92
Ferrous fumarate 140mg/5ml oral solution sugar free 300,£5.33,£5.33,£5.33,£5.33,£5.33,£5.33
Ferrous fumarate 210mg tablets 84,£3.99,£3.99,£3.99,£3.99,£3.99,£3.99
Ferrous fumarate 305mg capsules 100,£5.00,£5.00,£5.00,£5.00,£5.00,£5.00
Ferrous fumarate 322mg / Folic acid 350microgram tablets 28,£1.25,£1.25,£1.25,£1.25,£1.25,£1.25
Ferrous fumarate 322mg tablets 28,£1.00,£1.00,£1.00,£1.00,£1.00,£1.00
Ferrous gluconate 300mg tablets 28,£0.98,£0.96,£0.93,£0.93,£0.91,£0.91
Ferrous sulfate 125mg/ml oral drops sugar free 15,£30.00,£30.00,£30.00,£30.00,£30.00,£30.00
Ferrous sulfate 200mg tablets 28,£1.57,£1.53,£1.48,£1.48,£1.15,£1.15
Ferrous sulfate 325mg / Folic acid 350microgram modified-release tablets 30,£2.64,£2.64,£2.64,£2.64,£2.64,£2.64
Ferrous sulfate 325mg modified-release tablets 30,£2.58,£2.58,£2.58,£2.58,£2.58,£2.58
Fesoterodine 4mg modified-release tablets 28,£25.78,£25.78,£25.78,£25.78,£25.78,£25.78
Fesoterodine 8mg modified-release tablets 28,£25.78,£25.78,£25.78,£25.78,£25.78,£25.78
Fexofenadine 120mg tablets 30,£1.53,£1.53,£1.48,£1.48,£1.48,£1.48
Fexofenadine 180mg tablets 30,£2.04,£2.09,£2.01,£2.01,£1.92,£1.92
Fexofenadine 30mg tablets 60,£5.46,£5.46,£5.46,£5.46,£5.46,£5.46
Fidaxomicin 200mg tablets 20,"£1,350.00","£1,350.00","£1,350.00","£1,350.00","£1,350.00","£1,350.00"
Fidaxomicin 40mg/ml oral suspension sugar free 110,"£1,350.00",,,,,
Filgrastim 30million units/0.5ml solution for injection pre-filled syringes 5,£250.75,£250.75,£250.75,£250.75,£250.75,£250.75
